SSP_ID,RA,Dec,Magnitude,pm_RA,pm_Dec,r0_1,r0_2,r0_3
1,101.287155416667,-16.7161158333333,-1.44,-0.03801,-1.2231,-0.187455230215215,0.939217528659584,-0.287629919381738
2,95.9879579166667,-52.6956605555556,-0.63,0.0022,0.0237,-0.0632226543173948,0.60274194895183,-0.795427582470468
3,219.9020625,-60.8339744444444,-0.01,-0.50332,0.483,-0.37386051578047,-0.312618779136842,-0.873211207939609
4,279.234735,38.7836919444444,0.03,0.01719,0.2875,0.125096461217334,-0.769413095206134,0.626381963594273
5,79.1723295833333,45.9979911111111,0.08,0.00725,-0.4271,0.13050025732132,0.682315890843424,0.719315443975461
6,213.91530125,19.1824133333333,0.16,-0.07718,-1.9994,-0.783787029233161,-0.526986912526244,0.328576759421466
7,78.6344679166667,-8.20164055555555,0.28,0.00013,-0.0006,0.195052015989405,0.970362619453143,-0.142657274004885
8,114.825492916667,5.22499305555556,0.4,-0.04797,-1.0346,-0.4181113447276,0.903819510309449,0.0910669873997459
9,24.4285275,-57.2367575,0.54,0.01084,-0.0401,0.49272225141002,0.223804599565862,-0.840913957654768
10,88.79293875,7.40706277777778,0.57,0.00184,0.0109,0.0208898478989861,0.991435225011178,0.128917837640069
11,210.955852083333,-60.3730394444444,0.64,-0.00458,-0.0251,-0.423937529698294,-0.254282983643402,-0.869262408679173
12,297.695829166667,8.86832194444444,0.93,0.03622,0.3856,0.459221293482808,-0.874842399330331,0.15416413313714
13,68.98016125,16.5093013888889,0.99,0.00437,-0.1894,0.343903641013463,0.894973257111142,0.284170995623333
14,201.298247083333,-11.1613219444444,1.06,-0.00289,-0.0317,-0.914080170482946,-0.356352750071966,-0.193572103997491
15,247.351920416667,-26.4320025,1.07,-0.00076,-0.0232,-0.344815948589462,-0.826411779633365,-0.445135408703425
16,116.32896,28.0261986111111,1.22,-0.04725,-0.046,-0.391513427656776,0.791160218748051,0.46987524326674
17,344.41269375,-29.6222361111111,1.23,0.02525,-0.1642,0.837332042370526,-0.233587348845966,-0.494279274579378
18,186.649565833333,-63.0990916666667,1.28,-0.00521,-0.0147,-0.449405207271032,-0.0523919754038198,-0.891790356861391
19,191.930262916667,-59.6887636111111,1.31,-0.00637,-0.0128,-0.493795449257103,-0.104331451770356,-0.863296590091995
20,310.357977916667,45.2803380555556,1.33,0.00015,0.0016,0.455649042979217,-0.536182063885163,0.71055805111192
21,219.896167916667,-60.8371558333333,1.35,-0.49265,0.9533,-0.37385547681148,-0.312549215643684,-0.873238266602294
22,152.09296125,11.9672069444444,1.41,-0.017,0.0049,-0.86450201301457,0.457866239656077,0.207351817153748
23,104.656451666667,-28.9720836111111,1.53,0.0002,0.0023,-0.221358370890059,0.846388312077769,-0.484383419219779
24,113.649428333333,31.8882763888889,1.58,-0.0162,-0.1482,-0.340599375307648,0.777771538768518,0.528264610798122
25,186.6518425,-63.0995230555556,1.58,-0.00627,-0.0077,-0.449396455861094,-0.0524090548527355,-0.891793763394279
26,263.402166666667,-37.1038211111111,1.63,-0.00074,-0.03,-0.0916374404230324,-0.792261655370788,-0.603261178049652
27,187.791497083333,-57.1132116666667,1.65,0.00343,-0.2643,-0.537968014856769,-0.0736111184303408,-0.83974509122382
28,81.2827629166667,6.34970222222222,1.66,-0.00059,-0.0133,0.150628445372045,0.982384591683246,0.110596498444315
29,138.299897916667,-69.7172077777778,1.67,-0.03032,0.1089,-0.25882466985489,0.230605196246229,-0.937993088321415
30,81.5729725,28.60745,1.68,0.00177,-0.1742,0.128658993179038,0.86844208965234,0.478806015411704
31,84.0533891666667,-1.20191972222222,1.72,0.0001,-0.0011,0.103578911547931,0.994400030142164,-0.020975917996793
32,85.18969625,-1.94257222222222,1.74,0.00027,0.0025,0.0838088534043478,0.995905124089514,-0.0338977861120492
33,193.507289166667,55.9598211111111,1.76,0.01331,-0.009,-0.54429089885548,-0.130745921589345,0.828645232539744
